City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
445,Epiniana,GR,39.1429,21.6134,51.75,54,0,4.56,clear sky
446,Nome,US,64.5011,-165.4064,35.17,91,58,3.85,broken clouds
447,Kutum,SD,14.2,24.6667,75.07,26,3,9.89,clear sky
448,Triunfo,BR,-29.9433,-51.7181,64.35,97,52,5.57,broken clouds
449,Tucupita,VE,9.0622,-62.051,77.2,91,61,4.81,broken clouds
450,Lahaina,US,20.8783,-156.6825,85.95,71,0,2.84,clear sky
451,Pouembout,NC,-21.1333,164.9,81.55,58,75,6.31,broken clouds
452,Zonguldak,TR,41.25,31.8333,49.77,95,2,3.53,clear sky
453,Dryden,CA,49.7833,-92.7503,37.69,52,75,4.61,broken clouds
454,Harper,LR,4.375,-7.7169,77.4,85,94,5.7,overcast clouds
455,Bereda,ES,43.2686,-7.5406,62.58,85,100,2.86,overcast clouds
456,Buribay,RU,51.9617,58.1592,41.02,69,100,12.5,overcast clouds
457,Kropotkin,RU,45.4375,40.5756,52.29,80,0,4.25,clear sky
458,Sunrise Manor,US,36.2111,-115.0731,88.21,17,0,6.91,clear sky
459,Ust-Kulom,RU,61.6864,53.6902,38.97,92,100,8.28,overcast clouds
460,Zyryanka,RU,65.75,150.85,11.08,93,100,18.66,overcast clouds
461,Hofn,IS,64.2539,-15.2082,43.97,65,21,4.07,few clouds
462,Pijijiapan,MX,15.7011,-93.23,79.11,91,100,1.68,light rain
463,Road Town,VG,18.4167,-64.6167,82.89,69,8,11.12,clear sky
464,Lucapa,AO,-8.4192,20.7447,64.42,96,51,3.65,broken clouds
465,Timizart,DZ,36.8,4.2667,74.37,39,0,5.46,clear sky
466,Adrar,MR,20.5022,-10.0711,87.78,13,100,10.78,overcast clouds
467,Goderich,CA,43.7501,-81.7165,43.92,82,100,16.51,moderate rain
468,Senanga,ZM,-16.1167,23.2667,76.08,29,95,4.21,overcast clouds
469,Azare,NG,11.6765,10.1948,79.75,29,81,7.36,broken clouds
470,Katsuura,JP,35.1333,140.3,57.63,84,100,20.38,overcast clouds
471,Ossora,RU,59.2353,163.0719,33.76,74,100,20.8,overcast clouds
472,Zabaykalsk,RU,49.6333,117.3167,31.32,28,99,3.83,overcast clouds
473,Mwense,ZM,-10.3845,28.698,76.75,26,5,7.43,clear sky
474,Kotma,IN,23.2,81.9667,64.47,65,0,3.15,clear sky
475,San Andres,CO,12.5847,-81.7006,82.99,71,65,9.31,broken clouds
476,Maragogi,BR,-9.0122,-35.2225,74.84,86,37,9.26,scattered clouds
477,Yumen,CN,40.2833,97.2,47.55,14,82,8.97,broken clouds
478,Madison,US,34.7334,-86.5667,52.79,43,0,11.5,clear sky
479,Linjiang,CN,41.8069,126.9078,31.77,76,0,1.39,clear sky
480,Puerto Suarez,BO,-18.95,-57.8,74.39,95,96,5.39,overcast clouds
481,Najran,SA,17.4924,44.1277,66.22,26,40,3.62,scattered clouds
482,Tabat,ID,-2.635,115.2274,73.89,98,100,0.16,light rain
483,Sauda,NO,59.6506,6.3542,46.69,73,100,3.06,overcast clouds
484,Nanakuli,US,21.3906,-158.1547,87.03,53,4,3.94,clear sky
485,Mattru,SL,7.6244,-11.8332,73.53,97,66,1.57,light rain
486,College,US,64.8569,-147.8028,42.91,77,96,1.23,overcast clouds
487,Iqaluit,CA,63.7506,-68.5145,22.73,79,75,9.22,broken clouds
488,Talnakh,RU,69.4865,88.3972,33.21,99,100,8.46,snow
489,Whitehorse,CA,60.7161,-135.0538,42.03,86,100,4.0,overcast clouds
490,Faya,SA,18.3851,42.4509,59.38,30,79,4.88,broken clouds
491,Robertson,US,36.5167,-86.8667,52.36,39,75,11.5,broken clouds
492,Kuytun,RU,54.3419,101.5036,33.69,86,77,4.14,broken clouds
493,North Bend,US,43.4065,-124.2243,76.24,88,3,1.01,clear sky
494,Yakovlevo,RU,50.8603,36.4478,52.05,49,100,10.25,overcast clouds
495,Ola,RU,59.5833,151.2833,26.15,52,100,27.36,overcast clouds
496,Nahariyya,IL,33.0059,35.0941,71.04,67,2,3.33,clear sky
497,Kungurtug,RU,50.5994,97.5228,29.79,86,85,0.89,overcast clouds
498,Padang,ID,-0.9492,100.3543,75.25,88,100,2.28,overcast clouds
499,Marovoay,MG,-16.1,46.6333,71.06,78,0,2.93,clear sky
500,Oksfjord,NO,70.2396,22.3479,39.38,91,100,8.57,overcast clouds
501,Paamiut,GL,61.994,-49.6678,37.69,93,100,9.8,light rain
502,Madisonville,US,37.3281,-87.4989,51.22,40,42,3.0,scattered clouds
503,Karaman,TR,37.0833,33.25,53.02,76,49,2.84,scattered clouds
504,Chicama,PE,-7.8447,-79.1469,61.34,68,68,8.79,broken clouds
505,Isoka,ZM,-10.1606,32.6335,64.63,47,74,1.21,broken clouds
506,Khed Brahma,IN,24.0333,73.05,71.28,39,8,4.92,clear sky
507,Antalaha,MG,-14.9003,50.2788,69.57,75,46,6.35,scattered clouds
508,Mayo,US,38.8876,-76.5119,54.07,54,40,8.05,scattered clouds
509,Ende,ID,-8.8432,121.6623,78.58,85,100,4.21,moderate rain
510,Minas,UY,-34.3759,-55.2377,59.76,83,97,15.46,overcast clouds
511,Statesboro,US,32.4488,-81.7832,63.93,29,0,11.5,clear sky
512,Lusambo,CD,-4.9667,23.45,68.86,95,93,2.06,overcast clouds
513,Asosa,ET,10.0667,34.5333,59.41,92,99,3.2,light rain
514,Taltal,CL,-25.4,-70.4833,61.74,68,21,5.97,few clouds
515,Colesberg,ZA,-30.72,25.0972,67.28,57,71,3.29,broken clouds
516,Zhanaozen,KZ,43.3,52.8,49.66,58,1,4.45,clear sky
517,Celestun,MX,20.8667,-90.4,77.36,88,99,8.88,moderate rain
518,Asau,RO,46.4333,26.4,43.72,62,88,6.71,overcast clouds
519,Pyay,MM,18.8167,95.2167,72.46,90,2,3.74,clear sky
520,Praia,CV,14.9215,-23.5087,79.34,78,20,9.22,few clouds
521,Hemsedal,NO,60.8629,8.5534,38.32,84,64,5.39,broken clouds
522,Bad Wildbad,DE,48.75,8.55,57.06,97,7,2.37,clear sky
523,Ondjiva,AO,-17.0667,15.7333,79.75,27,71,2.95,broken clouds
524,Mount Gambier,AU,-37.8333,140.7667,59.34,74,0,2.1,clear sky
525,Jaynagar,IN,26.5833,86.15,67.84,71,0,2.1,clear sky
526,Lata,PT,40.1629,-8.3327,66.81,91,100,6.35,overcast clouds
527,Santa Fe,AR,-31.6333,-60.7,73.99,52,98,3.0,light rain
528,Trairi,BR,-3.2778,-39.2689,78.85,82,32,12.84,scattered clouds
529,Vizinga,RU,61.0749,50.1031,39.51,88,100,6.24,overcast clouds
530,San Ramon,US,37.7799,-121.978,84.33,45,0,5.75,clear sky
531,Jalna,IN,19.8333,75.8833,73.11,85,100,5.35,overcast clouds
532,Youkounkoun,GN,12.5333,-13.1333,76.32,85,36,1.59,light rain
533,Serenje,ZM,-13.2325,30.2352,65.14,37,59,6.06,broken clouds
534,Bilibino,RU,68.0546,166.4372,8.56,89,100,9.31,overcast clouds
535,Oborniki,PL,52.6474,16.8141,52.16,95,19,8.79,few clouds
536,Miri,MY,4.4148,114.0089,75.25,92,100,6.06,light rain
537,Weatherford,US,32.7593,-97.7972,66.79,26,0,5.99,clear sky
538,Prince Albert,CA,53.2001,-105.7677,66.67,27,73,5.95,broken clouds
539,Laguna,US,38.421,-121.4238,88.09,40,0,9.22,clear sky
540,Honningsvag,NO,70.9821,25.9704,38.95,75,40,11.5,scattered clouds
541,Fomboni,KM,-12.28,43.7425,76.12,78,2,10.56,clear sky
542,Highland,US,34.1283,-117.2086,93.87,26,0,5.75,clear sky
543,Rathenow,DE,52.6066,12.337,52.02,92,2,7.54,clear sky
544,Baijiantan,CN,45.6333,85.1833,55.15,46,100,11.39,light rain
545,Muscat,OM,23.6139,58.5922,78.82,41,82,4.59,broken clouds
546,Dunedin,NZ,-45.8742,170.5036,53.96,45,37,4.72,scattered clouds
547,Quatre Cocos,MU,-20.2078,57.7625,69.91,77,45,14.25,scattered clouds
548,Kudahuvadhoo,MV,2.6708,72.8944,80.56,72,100,13.24,overcast clouds
549,Amahai,ID,-3.3333,128.9167,79.79,83,95,3.8,overcast clouds
550,Deputatskiy,RU,69.3,139.9,-5.19,98,91,5.06,overcast clouds
551,Kysyl-Syr,RU,63.8986,122.7617,22.03,98,100,3.78,overcast clouds
552,Butembo,CD,0.15,29.2833,57.15,98,88,1.68,moderate rain
553,Asamankese,GH,5.8601,-0.6635,73.27,95,53,2.17,light rain
554,Malanje,AO,-9.5402,16.341,66.47,82,100,2.06,overcast clouds
555,Miyako,JP,39.6367,141.9525,47.84,71,1,4.99,clear sky
556,Samana,DO,19.2056,-69.3369,79.57,84,10,6.51,clear sky
557,Yaan,NG,7.3833,8.5667,75.96,84,96,3.51,overcast clouds
558,Oussouye,SN,12.485,-16.5469,80.24,84,62,5.46,light rain
559,Mangan,IN,27.5167,88.5333,59.63,41,0,7.31,clear sky
560,San Quintin,MX,30.4833,-115.95,74.62,64,1,11.36,clear sky
561,Donskoye,RU,45.4552,41.9741,48.33,87,1,6.38,clear sky
562,Kintinku,TZ,-5.8833,35.2333,74.05,51,3,5.73,clear sky
563,Moose Factory,CA,51.2585,-80.6094,43.14,75,100,22.64,overcast clouds
564,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.36,93,100,14.97,light rain
565,Vallenar,CL,-28.5708,-70.7581,72.73,28,0,7.87,clear sky
566,Salinopolis,BR,-0.6136,-47.3561,81.3,78,98,16.17,overcast clouds
567,Vila Velha,BR,-20.3297,-40.2925,75.15,87,40,10.36,scattered clouds
568,Vokhma,RU,58.9303,46.7586,39.49,93,100,4.54,overcast clouds
569,Khorramshahr,IR,30.4397,48.1664,71.55,22,85,4.54,overcast clouds
570,Ormara,PK,25.2088,64.6357,79.63,72,64,6.31,broken clouds
571,Ust-Barguzin,RU,53.45,108.9833,39.4,82,94,10.36,overcast clouds
572,Lashio,MM,22.9333,97.75,60.4,94,12,1.39,few clouds
573,Shache,CN,38.4167,77.2406,55.87,18,37,4.68,scattered clouds
574,Mtwara,TZ,-10.2667,40.1833,73.02,85,12,7.36,few clouds
575,Jega,NG,12.2175,4.3792,82.2,29,29,5.35,scattered clouds
576,Barinas,VE,8.6226,-70.2075,79.09,84,73,5.64,broken clouds
577,Leh,IN,34.1667,77.5833,31.12,72,90,2.37,overcast clouds
578,Rawson,AR,-43.3002,-65.1023,73.78,27,0,27.13,clear sky
579,Centralia,US,46.7162,-122.9543,71.49,61,1,4.14,clear sky
580,Qaqortoq,GL,60.7167,-46.0333,37.33,88,100,14.2,light rain
581,Usinsk,RU,65.9939,57.5281,38.07,97,100,13.29,overcast clouds
582,Maumere,ID,-8.6199,122.2111,81.18,78,99,3.15,overcast clouds
583,Mizusawa,JP,39.1333,141.1333,46.27,79,21,0.45,few clouds
584,Gat,IL,31.61,34.7642,70.48,69,2,4.72,clear sky
585,Suntar,RU,62.1444,117.6319,29.59,95,99,6.89,overcast clouds
586,Marzuq,YE,14.4,46.4667,68.14,26,1,0.78,clear sky
587,Andros Town,BS,24.7,-77.7667,84.16,64,92,11.32,overcast clouds
588,Te Anau,NZ,-45.4167,167.7167,49.01,63,79,6.73,moderate rain
589,Yichang,CN,30.7144,111.2847,55.89,55,0,2.39,clear sky
590,Dwarka,IN,22.2394,68.9678,80.35,68,21,8.59,few clouds
591,Poum,NC,-20.2333,164.0167,77.25,74,30,10.4,scattered clouds
592,Pemba,MZ,-12.974,40.5178,74.1,83,40,3.44,scattered clouds
593,Priargunsk,RU,50.3691,119.1012,28.47,42,100,5.46,overcast clouds
594,Ler,SS,8.3018,30.1418,72.82,80,40,2.51,scattered clouds
595,Carauari,BR,-4.8828,-66.8958,78.51,84,79,1.54,broken clouds
596,Portland,US,45.5234,-122.6762,76.98,59,40,1.01,smoke
597,Havoysund,NO,70.9963,24.6622,39.43,71,100,18.23,overcast clouds
598,Romuli,RO,47.5333,24.4333,48.51,81,24,3.38,few clouds
599,Male,MV,4.1748,73.5089,80.55,89,75,17.27,broken clouds
600,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,10.36,scattered clouds
601,Meulaboh,ID,4.1363,96.1285,75.72,87,100,2.04,moderate rain
602,Yerbogachen,RU,61.2767,108.0108,27.09,84,82,9.57,broken clouds
603,Beloha,MG,-25.1667,45.05,68.18,80,10,14.2,clear sky
604,Oistins,BB,13.0667,-59.5333,81.09,77,69,10.8,broken clouds
605,Xam Nua,LA,20.4197,104.0439,52.09,80,87,1.21,overcast clouds
606,Savonlinna,FI,61.8699,28.88,37.45,100,100,8.05,light intensity shower rain
607,Anzio,IT,41.4853,12.6179,69.01,79,1,8.1,clear sky
608,Mitzic,GA,0.7821,11.549,68.9,98,100,2.91,light rain
609,Mandalgovi,MN,45.7625,106.2708,40.98,25,7,7.47,clear sky
610,Basoko,CD,1.2391,23.616,75.0,82,97,1.14,overcast clouds
611,Opuwo,NA,-18.0607,13.84,69.73,24,0,5.37,clear sky
612,Pantai Remis,MY,4.4557,100.6288,78.28,85,100,5.1,overcast clouds
613,Kaitangata,NZ,-46.2817,169.8464,53.06,46,56,9.78,broken clouds
614,Bo Phloi,TH,14.3236,99.5161,70.77,83,100,7.4,overcast clouds
615,Do Gonbadan,IR,30.3586,50.7981,72.36,32,100,1.79,overcast clouds
616,Pervomayskoye,RU,43.919,46.7102,50.72,85,0,6.76,clear sky
617,Christchurch,NZ,-43.5333,172.6333,59.32,71,54,2.3,broken clouds
618,Tateyama,JP,34.9833,139.8667,60.1,81,100,17.49,overcast clouds
619,Porto Velho,BR,-8.7619,-63.9039,77.05,94,20,2.3,few clouds
620,Oschatz,DE,51.3,13.1167,57.24,92,13,7.0,few clouds
621,Samarai,PG,-10.6167,150.6667,83.23,76,30,15.79,scattered clouds
622,Caravelas,BR,-17.7125,-39.2481,74.89,80,23,6.87,few clouds
623,Arlit,NE,18.7369,7.3853,82.49,21,0,16.37,clear sky
624,Necochea,AR,-38.5473,-58.7368,63.81,54,100,17.4,overcast clouds
625,Monticello,US,45.3055,-93.7941,44.13,42,0,11.5,clear sky
626,Papetoai,PF,-17.4961,-149.8729,81.99,76,13,11.72,light rain
627,Ternate,ID,0.8,127.4,81.07,79,100,4.61,overcast clouds
628,Maceio,BR,-9.6658,-35.7353,76.46,80,22,11.36,few clouds
629,Haapiti,PF,-17.5667,-149.8667,82.13,77,29,13.15,light rain
630,Fort Frances,CA,48.5999,-93.4003,37.62,54,0,6.91,clear sky
631,Siavonga,ZM,-16.5382,28.7088,79.03,44,28,3.85,scattered clouds
632,Asmar,AF,35.0333,71.3581,62.29,46,1,4.45,clear sky
633,Bayir,TR,37.2687,28.2167,55.92,59,2,1.63,clear sky
634,Brae,GB,60.3964,-1.353,43.36,70,17,7.52,few clouds
635,Tiznit,MA,29.5833,-9.5,80.02,25,4,8.99,clear sky
636,Luocheng,CN,29.3848,104.0286,61.2,79,36,0.54,scattered clouds
637,Pochutla,MX,15.7432,-96.4661,75.02,97,100,7.34,light rain
638,Gohad,IN,26.4261,78.4447,72.23,59,0,3.78,clear sky
639,Brownwood,US,31.7093,-98.9912,69.12,27,27,8.61,scattered clouds
640,Sabang,ID,5.8933,95.3214,80.64,81,99,24.45,overcast clouds
641,Kirakira,SB,-10.4544,161.9205,84.52,71,39,6.6,scattered clouds
642,Morlaix,FR,48.5833,-4.0,64.72,92,40,10.36,scattered clouds
643,Naze,JP,28.3667,129.4833,68.56,77,100,20.6,overcast clouds
644,Wassenaar,NL,52.1333,4.4,51.93,91,9,1.99,clear sky
645,Oktyabrskiy,RU,54.4815,53.471,44.58,87,100,14.03,overcast clouds
646,Waterloo,CA,43.4668,-80.5164,40.64,99,100,8.01,light rain
647,Isangel,VU,-19.55,169.2667,78.28,77,26,12.17,scattered clouds
648,Flinders,AU,-34.5833,150.8552,68.25,83,76,5.01,broken clouds
649,Chapais,CA,49.7834,-74.8492,46.18,96,100,7.7,moderate rain
650,Hirara,JP,24.8,125.2833,73.67,68,75,20.71,broken clouds
651,Alice Springs,AU,-23.7,133.8833,63.95,68,0,5.75,clear sky
652,Along,IN,28.1667,94.7667,61.36,93,20,2.21,few clouds
653,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,73,20,13.8,few clouds
654,Gobabis,NA,-22.45,18.9667,67.82,53,83,18.5,broken clouds
655,Sibay,RU,52.7181,58.6658,39.87,75,100,12.68,overcast clouds
656,Qena,EG,26.1615,32.7183,75.65,32,3,6.82,clear sky
657,Nemuro,JP,43.3236,145.575,45.18,76,8,15.57,clear sky
658,Muli,MV,2.9167,73.5667,80.71,73,89,14.36,overcast clouds
659,Aljezur,PT,37.3191,-8.8033,65.86,95,84,8.16,broken clouds
660,Bansi,IN,27.1833,82.9333,69.91,77,0,3.4,clear sky
661,Gouyave,GD,12.1646,-61.7296,80.42,79,8,11.48,clear sky
662,Kurumkan,RU,54.3,110.3,32.61,92,48,4.12,light snow
663,Port Keats,AU,-14.25,129.55,83.28,73,100,4.63,overcast clouds
664,Northam,GB,51.0333,-4.2167,61.25,87,100,23.17,overcast clouds
665,Beyneu,KZ,45.3167,55.2,48.61,66,43,7.14,scattered clouds
666,Tornio,FI,65.8481,24.1466,32.02,81,7,9.78,clear sky
667,Sobolevo,RU,54.4299,31.8996,51.22,85,100,10.36,overcast clouds
668,Mayskiy,RU,47.6931,40.1025,44.01,51,21,5.82,few clouds
669,Corn Island,NI,12.1694,-83.0418,82.92,74,94,6.78,overcast clouds
670,Mitu,CO,1.1983,-70.1733,80.73,77,83,1.12,heavy intensity rain
671,Ardesen,TR,41.1911,40.9875,64.53,80,20,2.66,few clouds
672,Serpa,PT,37.9458,-7.5975,64.83,73,100,7.47,overcast clouds
673,Olafsvik,IS,64.8945,-23.7142,44.62,79,99,16.55,overcast clouds
